path_length,velocity_std,direction_changes,fixation_count,mean_fixation_duration,total_fixation_time,saccade_count,mean_saccade_amplitude,mean_saccade_velocity,max_saccade_velocity,scanpath_length,scanpath_area
418841.38507845707,3510.043579673807,3271,0,0,0,0,0,0,0,0,0
