timestamp,x,y,timestamp_sec,dt,dx,dy,distance,velocity,acceleration,angle,angle_change,angular_velocity,is_fixation,fixation_group
1741709125724,424,298,2.19,0.03299999999999992,-9.0,-6.0,10.816653826391969,327.7773886785453,-35745.81268487213,-2.5535900500422257,-0.024534953062735898,-0.7434834261435139,False,6
1741709125758,423,297,2.224,0.03400000000000025,-1.0,-1.0,1.4142135623730951,41.594516540384845,-8417.143298181127,-2.356194490192345,0.19739555984988089,5.805751760290571,True,7
1741709125793,475,333,2.259,0.0349999999999997,52.0,36.0,63.245553203367585,1807.015805810518,50440.60826486138,0.6055446636049701,2.961739153797315,84.62111867992401,False,8
1741709125827,474,333,2.293,0.03400000000000025,-1.0,0.0,1.0,29.411764705882135,-52282.47179719478,3.141592653589793,2.536047989984823,74.58964676425894,True,9
1741709125861,478,336,2.327,0.03399999999999981,4.0,3.0,5.0,147.0588235294126,3460.2076124567975,0.6435011087932844,-2.498091544796509,-73.4732807293095,False,10
1741709125895,483,339,2.361,0.03400000000000025,5.0,3.0,5.830951894845301,171.49858514250758,718.8165180322002,0.5404195002705842,-0.10308160852270021,-3.031812015373513,False,10
1741709125928,559,392,2.394,0.03299999999999992,76.0,53.0,92.65527507918802,2807.7356084602498,79885.97040356814,0.6089576196365083,0.06853811936592402,2.076912708058309,False,10
1741709125961,599,420,2.427,0.03299999999999992,40.0,28.0,48.82622246293481,1479.582498876816,-40247.06392677082,0.6107259643892086,0.0017683447527003793,0.053586204627284355,False,10
1741709125991,572,402,2.457,0.029999999999999805,-27.0,-18.0,32.449961479175904,1081.665382639204,-13263.903874587158,-2.5535900500422257,3.118869292748152,103.96230975827241,False,10
1741709126028,618,434,2.494,0.037000000000000366,46.0,32.0,56.0357029044876,1514.4784568780283,11697.650655103245,0.6078019961139605,-3.1217932610234005,-84.37279083846946,False,10
1741709126061,603,423,2.527,0.03299999999999992,-15.0,-11.0,18.601075237738275,563.6689465981309,-28812.409402421203,-2.5088438185876103,-3.1166458147015708,-94.4438125667145,False,10
1741709126093,606,425,2.559,0.03200000000000003,3.0,2.0,3.605551275463989,112.67347735824956,-14093.60841374628,0.5880026035475675,3.0968464221351777,96.77645069172422,False,10
1741709126128,638,448,2.594,0.0349999999999997,32.0,23.0,39.408120990476064,1125.9463140136115,28950.652475867733,0.6231993299340659,0.03519672638649851,1.0056207538999662,False,10
